,name,salary_from,salary_to,salary_currency,area_name,published_at
663,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
664,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
665,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
666,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
667,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
668,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
669,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
670,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
671,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
672,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
673,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
674,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
675,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
676,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
677,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
678,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
679,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
680,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
681,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
682,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
683,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
684,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
685,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
686,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
687,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
688,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
689,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
690,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
691,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
692,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
693,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
694,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
695,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
696,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
697,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
698,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
699,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
700,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
701,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
702,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
703,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
704,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
705,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
706,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
707,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
708,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
709,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
710,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
711,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
712,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
713,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
714,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
715,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
716,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
717,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
718,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
719,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
720,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
721,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
722,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
723,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
724,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
725,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
726,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
727,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
728,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
729,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
730,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
731,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
732,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
733,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
734,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
735,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
736,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
737,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
738,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
739,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
740,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
741,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
742,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
743,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
744,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
745,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
746,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
747,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
748,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
749,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
750,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
751,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
752,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
753,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
754,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
755,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
756,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
757,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
758,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
759,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
760,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
761,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
762,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
763,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
764,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
765,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
766,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
767,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
768,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
769,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
770,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
771,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
772,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
773,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
774,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
775,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
776,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
777,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
778,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
779,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
780,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
781,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
782,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
783,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
784,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
785,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
786,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
787,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
788,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
789,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
790,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
791,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
792,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
793,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
794,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
795,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
796,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
797,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
798,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
799,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
800,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
801,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
802,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
803,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
804,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
805,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
806,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
807,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
808,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
809,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
810,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
811,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
812,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
813,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
814,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
815,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
816,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
817,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
818,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
819,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
820,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
821,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
822,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
823,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
824,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
825,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
826,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
827,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
828,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
829,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
830,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
831,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
832,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
833,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
834,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
835,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
836,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
837,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
838,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
839,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
840,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
841,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
842,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
843,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
844,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
845,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
846,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
847,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
848,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
849,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
850,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
851,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
852,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
853,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
854,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
855,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
856,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
857,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
858,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
859,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
860,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
861,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
862,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
863,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
864,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
865,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
866,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
867,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
868,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
869,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
870,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
871,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
872,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
873,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
874,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
875,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
876,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
877,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
878,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
879,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
880,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
881,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
882,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
883,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
884,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
885,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
886,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
887,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
888,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
889,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
890,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
891,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
892,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
893,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
894,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
895,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
896,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
897,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
898,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
899,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
900,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
901,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
902,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
903,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
904,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
905,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
906,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
907,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
908,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
909,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
910,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
911,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
912,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
913,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
914,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
915,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
916,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
917,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
918,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
919,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
920,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
921,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
922,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
923,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
924,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
925,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
926,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
927,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
928,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
929,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
930,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
931,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
932,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
933,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
934,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
935,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
936,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
937,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
938,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
939,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
940,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
941,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
942,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
943,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
944,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
945,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
946,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
947,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
948,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
949,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
950,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
951,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
952,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
953,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
954,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
955,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
956,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
957,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
958,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
959,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
960,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
961,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
962,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
963,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
964,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
965,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
966,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
967,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
968,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
969,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
970,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
971,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
972,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
973,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
974,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
975,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
976,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
977,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
978,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
979,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
980,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
981,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
982,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
983,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
984,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
985,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
986,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
987,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
988,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
989,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
990,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
991,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
992,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
993,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
994,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
995,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
996,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
997,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
