,name,salary_from,salary_to,salary_currency,area_name,published_at
1894,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
1895,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
1896,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
1897,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
1898,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
1899,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
1900,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
1901,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
1902,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
1903,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
1904,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
1905,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
1906,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
1907,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
1908,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
1909,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
1910,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
1911,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
1912,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
1913,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
1914,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
1915,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
1916,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
1917,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
1918,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
1919,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
1920,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
1921,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
1922,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
1923,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
1924,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
1925,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
1926,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
1927,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
1928,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
1929,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
1930,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
1931,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
1932,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
1933,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
1934,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
1935,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
1936,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
1937,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
1938,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
1939,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
1940,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
1941,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
1942,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
1943,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
1944,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
1945,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
1946,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
1947,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
1948,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
1949,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
1950,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
1951,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
1952,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
1953,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
1954,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
1955,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
1956,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
1957,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
1958,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
1959,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
1960,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
1961,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
1962,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
1963,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
1964,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
1965,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
1966,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
1967,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
1968,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
1969,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
1970,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
1971,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
1972,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
1973,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
1974,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
1975,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
1976,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
1977,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
1978,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
1979,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
1980,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
1981,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
1982,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
1983,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
1984,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
